#
# $ make update_params
# copying: public domain
|uim-fepの|あたらしい|ばーじょん| |uim-fepの|新しい|バージョン|
|にゅうりょくされた|れいぶんの|りょうに|かんする|じょうほう| |入力された|例文の|量に|関する|情報|
|にわとりが|さきか|たまごが|さきか| |鶏が|先か|卵が|先か|
|にわに|さいた| |庭に|咲いた|
|ねこに|なりたい| |猫に|なりたい|
|ねこのような|くらし| |猫のような|暮らし|
|ねこは|えらいのう| |猫は|偉いのう|
|ねこは|かわいい| |猫は|可愛い|
|ねこは|ちいさい|ころは|なきごえが|ちがう| |猫は|小さい|頃は|鳴き声が|違う|
|ねこを|かいたい|ひと| |猫を|飼いたい|人|
|ねこを|かう| |猫を|飼う|
|ねこを|なでることが|できたら|そのひは|しあわせ| |猫を|撫でることが|できたら|その日は|幸せ|
|ねごとは|ねて|いえ| |寝言は|寝て|言え|
|ねずみぐらいで|いちいち|さわぐな| |鼠ぐらいで|いちいち|騒ぐな|
|ねたはずの|ひと| |寝たはずの|人|
|ねだんが|たかいから| |値段が|高いから|
|ねだんは|とうぜん|あおてんじょう| |値段は|当然|青天井|
|ねっとからの|さんか| |ネットからの|参加|
|ねっとわーくに|せつぞくするなんてこと| |ネットワークに|接続するなんてこと|
|ねておけば|よかった| |寝ておけば|良かった|
|ねてないです| |寝てないです|
|ねてるんだけど| |寝てるんだけど|
|ねむい|ほうが|せんざいのうりょくが|はっきされたりしないかな| |眠い|方が|潜在能力が|発揮されたりしないかな|
|ねむいけど|ふろに|はいらねば| |眠いけど|風呂に|入らねば|
|ねむくなったので|ねようとしたけど|ねれなかった| |眠くなったので|寝ようとしたけど|寝れなかった|
|ねむりながら|なにかを|つぶやいていた| |眠りながら|何かを|つぶやいていた|
|ねんきんせいどに|ついては|ふかい|ぎろんが|のぞまれるが|、| |年金制度に|ついては|深い|議論が|望まれるが|,|
|ねんじゅう|もじばけしているような|きがする| |年中|文字化けしているような|気がする|
|ねんねん|ごみの|ぶんるいが|きびしくなってくる| |年々|ゴミの|分類が|厳しくなってくる|
|ねんまつしょうせんに|なんとかして|まにあわせたいのかな| |年末商戦に|何とかして|間に合わせたいのかな|
|のーとが|かたまった| |ノートが|固まった|
|のうきが|せまる|など|かいはつが|いそがしい| |納期が|迫る|等|開発が|忙しい|
|のうきは|いつごろになるでしょうか|？| |納期は|いつ頃になるでしょうか|?|
|のど|かわいたので|さけ|のんでしまった| |喉|乾いたので|酒|飲んでしまった|
|のどが|かわくの| |喉が|乾くの|
|のどごしが|よくない| |喉ごしが|良くない|
|のみかいに|なぜか|ぼくは|さんかできない| |飲み会に|何故か|僕は|参加できない|
|のみかいの|あれんじは|だれが|やるのですか|？| |飲み会の|アレンジは|誰が|やるのですか|?|
|のみくいで|でた|ごみを|ぜんぶ|くるまで|はこんでもらった| |飲み食いで|出た|ゴミを|全部|車で|運んでもらった|
|のみだいが|すごい|きんがくになった| |飲み代が|すごい|金額になった|
|のみって|どういう|いきさつですか| |飲みって|どういう|いきさつですか|
|のみは|あしたです| |飲みは|明日です|
|はけんの|ひとと|いっしょに|しごとを|する|きかいも|おおいです| |派遣の|人と|一緒に|仕事を|する|機会も|多いです|
|はげしく| |激しく|
|はげしく|ぎろんしてたので|よむのに|じかんが|かかった| |激しく|議論してたので|読むのに|時間が|かかった|
|はじめの|ほうは|なにかと|はなしかけてきて|つらかった| |初めの|方は|何かと|話しかけてきて|辛かった|
|はたらいている|じかんじゃないです| |働いている|時間じゃないです|
|はっこうの|びしょうじょだと|えになりますね| |薄幸の|美少女だと|絵になりますね|
|はなしが|かみあわない| |話が|かみ合わない|
|はなしなど| |話など|
|はなしました| |話しました|
|はなれてしまった|なかを|とりもどそうとする| |離れてしまった|仲を|取り戻そうとする|
|はまちとか|ぶりとかは|すきだな| |ハマチとか|ブリとかは|好きだな|
|はやく|かえって|すうじかん|ねる| |早く|帰って|数時間|寝る|
|はやく|ねてくれた| |早く|寝てくれた|
|はやく|ねるのも|じゅうようです| |早く|寝るのも|重要です|
|はやく|のめ| |早く|飲め|
|はやく|ふろに|はいらないと|ねる|じかんが|なくなる| |早く|風呂に|入らないと|寝る|時間が|無くなる|
|はやくも|きづいた| |早くも|気付いた|
|はらいもどしは|しない| |払い戻しは|しない|
|はらは|へったけど|もうちょっと|あっさりした|もの|くいたい| |腹は|減ったけど|もうちょっと|あっさりした|物|食いたい|
|はりを|させ| |針を|指せ|
|はんぶんぐらいは|やきゅうとかで|じかんが|ずれて|なぞの|しんや|ばんぐみを|ろくがしてる| |半分ぐらいは|野球とかで|時間が|ずれて|謎の|深夜|番組を|録画してる|
|はんぶんは|こんぱいるできてなかった| |半分は|コンパイルできてなかった|
|ばーじょんあっぷする|いぎが| |バージョンアップする|意義が|
|ばかには|ばかなりの|いきかたが|ある| |バカには|バカなりの|生き方が|ある|
|ばぐだらけで|はなしにならないね| |バグだらけで|話にならないね|
|ばぐによる|れいがいは|ある| |バグによる|例外は|ある|
|ばしょや|じかんが|きまったら|れんらくを|おねがいします| |場所や|時間が|決まったら|連絡を|お願いします|
|ばらの|はなが|さきほこる|にわ| |薔薇の|花が|咲き誇る|庭|
|ばんごうが|かいてあるという|じょうほうしか|ない| |番号が|書いてあるという|情報しか|無い|
|ばんめしを|かるく|くえる|ところへ|いかないですか| |晩飯を|軽く|食える|所へ|行かないですか|
|ぱいぷらいんが| |パイプラインが|
|ぱらめーたを|こうしんする|ばあいは|つぎの|こまんどを|じっこうする| |パラメータを|更新する|場合は|次の|コマンドを|実行する|
|ひかくして|あきらかに|ちがう|けっかが|でた| |比較して|明らかに|違う|結果が|出た|
|ひかくてき|じゅんちょうじゃないですか| |比較的|順調じゃないですか|
|ひが|かわるまで|しごとしてしまった| |日が|変わるまで|仕事してしまった|
|ひきこもって|げーむしていた|わけですが| |引きこもって|ゲームしていた|訳ですが|
|ひぐらしを|かたらせたら|この|ひとしか|いない| |ひぐらしを|語らせたら|この|人しか|いない|
|ひげんじつてきな|かい| |非現実的な|解|
|ひげんじつてきな|むずかしさを|かんじる| |非現実的な|難しさを|感じる|
|ひこうきの|けん|どうやって|かってます？| |飛行機の|券|どうやって|買ってます？|
|ひさびさに|せんせいと|あった| |久々に|先生と|会った|
|ひさびさに|ねくたいを|そうちゃくする| |久々に|ネクタイを|装着する|
|ひざを|かかえて|まるくなってた| |膝を|抱えて|丸くなってた|
|ひっこしさきは|いまの|へやより|せまくなるので|たいへんです|。| |引越先は|今の|部屋より|狭くなるので|大変です|。|
|ひっこしの|じゅんびは|たいへんですねえ| |引越しの|準備は|大変ですねえ|
|ひっこしの|まえに|きょうとの|ほんやで|かったような|きがする| |引越しの|前に|京都の|本屋で|買ったような|気がする|
